sport_licence,niveau_etude,revenu_estime_mois,risque_personnel,loyer_mensuel,montant_pret,anciennete_jours,sit_fam_célibataire,sit_fam_divorcé,sit_fam_marié,sit_fam_veuf,region_Auvergne-Rhône-Alpes,region_Bretagne,region_Corse,region_Hauts-de-France,region_Normandie,region_Occitanie,region_Provence-Alpes-Côte d’Azur,region_Île-de-France,age_tranche
0,-1.402427618128122,-0.2537024937041906,-0.5828963476657077,0.5190110867944494,0.0,-0.4157743686163975,0,0,1,0,0,1,0,0,0,0,0,0,1
1,-0.6988921419928146,-0.5164860678962662,-0.6518398167025403,0.4546495755272841,0.0018443685299909,1.1031397888717078,0,0,1,0,0,0,0,0,0,1,0,0,0
1,-1.402427618128122,-0.2406934058728997,1.106218643736688,0.2902188980543998,0.1754243619502095,-0.8497498421844276,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0.7081788102778006,1.6768461404593744,0.1754818117394497,0.3762310670739039,0.9528293468612464,-1.464259112756758,0,0,0,1,0,0,0,0,0,0,0,1,2
1,-1.402427618128122,-0.9119623379675086,1.1751621127735206,0.1060397777831221,0.0,1.4885100094001185,1,0,0,0,0,0,0,0,1,0,0,0,1
0,0.0046433341424929,0.803502710718714,-1.6515201177366114,0.1089795820206344,0.4145451018087444,1.5614178889595476,0,1,0,0,0,1,0,0,0,0,0,0,3
1,0.0046433341424929,0.3681319046315129,0.8304447675893583,0.5190110867944494,0.9458099667517048,1.3531096616468932,0,0,1,0,0,0,0,0,0,0,1,0,0
0,-0.6988921419928146,-0.604080592626958,1.6232946615129318,1.0,0.1687223790234026,0.7837338403256376,1,0,0,0,1,0,0,0,0,0,0,0,1
0,-0.6988921419928146,1.0203208412402285,-1.0310288964051189,1.0,0.0,-1.0406990505543607,0,0,1,0,0,0,0,1,0,0,0,0,2
0,0.0046433341424929,-1.1357186486657116,1.071746909218272,0.5190110867944494,0.0,-1.419125663505683,0,0,1,0,0,0,0,1,0,0,0,0,2
1,-1.402427618128122,-0.5329642458159013,0.4512556878867796,0.5190110867944494,0.0,-1.431276976765588,0,1,0,0,0,0,0,0,0,0,1,0,1
1,0.7081788102778006,2.5042241265294733,1.347520785365602,0.5297209783314495,0.6806252413605248,1.1673681589597762,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0.0046433341424929,-0.4575115363944142,-0.1347637989262965,0.5190110867944494,0.5540228773814133,-1.186514809673219,0,1,0,0,0,1,0,0,0,0,0,0,0
0,-0.6988921419928146,0.2597228393707557,0.0720666081842009,0.8076044347177798,0.0259993081545782,1.2437478423077497,0,0,1,0,0,0,0,0,0,0,0,1,3
1,1.411714286413108,-1.7514821393468127,1.2441055818103532,0.0359914383973449,0.5636121219009136,-0.8827319781755979,0,0,1,0,1,0,0,0,0,0,0,0,3
0,-1.402427618128122,-1.7514821393468127,0.8304447675893583,0.5190110867944494,0.0,0.1414501394449531,0,0,1,0,0,0,0,0,0,0,0,1,2
1,0.0046433341424929,-0.6613205790846378,-0.6863115512209566,0.4501738774921238,0.5594105721323205,1.4572637753032205,0,1,0,0,0,0,0,0,0,0,1,0,3
0,1.411714286413108,-0.1617716063630684,1.2441055818103532,0.5190110867944494,0.1711121707854593,-1.5302233847390987,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0.7081788102778006,1.0931717330954571,1.3130490508471857,0.2884107645318775,0.4086393114188662,-1.1205505376908784,0,0,1,0,0,0,1,0,0,0,0,0,3
1,1.411714286413108,0.2467137515394648,-1.6515201177366114,0.6313391212332556,0.4656202243869953,-1.3340664706863492,0,0,1,0,0,0,1,0,0,0,0,0,3
0,-0.6988921419928146,-0.3820588269729272,-1.0655006309235353,0.5190110867944494,0.0,0.4782151069337444,0,0,0,1,0,0,0,0,0,0,0,1,3
0,0.0046433341424929,-1.1530640991074326,-1.2378593035156165,1.0,0.0,-1.5961876567214393,0,0,0,1,0,0,0,0,1,0,0,0,2
0,-0.6988921419928146,1.4071243860906102,-0.1347637989262965,0.5190110867944494,0.4107788997489157,1.2125016082108513,0,0,0,1,0,0,0,1,0,0,0,0,3
0,-0.6988921419928146,1.267493510034755,0.4857274224051959,0.6295175200211636,0.4648510886652249,-0.4504924065018399,0,0,1,0,0,0,0,1,0,0,0,0,1
1,1.411714286413108,-1.7514821393468127,0.5201991569236122,1.0,0.4961162919886849,0.5250844580790918,1,0,0,0,0,1,0,0,0,0,0,0,2
0,0.7081788102778006,-1.1374531937098835,0.8649165021077745,0.4584482335682162,0.0,0.2351888417356476,1,0,0,0,0,0,0,1,0,0,0,0,2
1,-1.402427618128122,0.3655300870652547,0.5546708914420284,1.0,0.0,-1.347953685840526,1,0,0,0,0,1,0,0,0,0,0,0,3
0,0.0046433341424929,-1.0177695856620077,0.5546708914420284,0.4544425578990404,0.1060021924838532,1.6621001988273305,0,0,1,0,0,0,0,0,0,0,0,1,1
0,1.411714286413108,0.7237136386867966,0.5546708914420284,0.5190110867944494,0.3008262020025382,0.7941492516912704,0,0,1,0,0,0,0,0,0,1,0,0,3
0,-0.6988921419928146,-0.2840570319772026,0.209953546257866,0.5328689545705971,0.327489261177449,-0.264750903814723,0,0,0,1,0,0,0,0,1,0,0,0,2
0,-0.6988921419928146,-0.2953315747643213,0.3478404843315307,0.1379274187729972,0.4015798310652811,-1.721172593109032,0,0,0,1,1,0,0,0,0,0,0,0,3
1,-1.402427618128122,1.3472825820666725,0.6925578295156931,0.5190110867944494,0.4335553432188244,-0.3932076439908599,0,0,0,1,0,0,0,0,0,0,0,1,0
0,-0.6988921419928146,0.2814046524229071,0.3478404843315307,1.0,0.0,-0.1519172806870352,0,0,1,0,1,0,0,0,0,0,0,0,0
0,-1.402427618128122,0.3204319159167797,0.9683317056630234,0.128023857050095,0.0,0.1049961996652386,0,0,0,1,0,0,0,0,1,0,0,0,3
0,-1.402427618128122,-1.7514821393468127,1.7267098650681807,1.0,0.0,0.5493870845989014,0,0,0,1,0,0,0,0,0,0,1,0,2
1,-1.402427618128122,0.279670107378735,1.6577663960313482,0.3685427478896611,0.2205436381058951,1.136121924862878,1,0,0,0,0,0,0,1,0,0,0,0,3
0,-1.402427618128122,-1.2658095269786205,-0.5139528786288754,1.0,0.0,0.3289275440263421,1,0,0,0,0,0,0,0,1,0,0,0,3
1,-0.6988921419928146,-0.8963514325699595,0.8649165021077745,0.1447449556287727,0.0295429541564537,0.5771615149072553,0,0,1,0,0,0,0,0,1,0,0,0,3
1,1.411714286413108,-0.0629025388452578,-0.4794811441104591,0.5190110867944494,0.7603126540519288,-0.4626437197617447,0,0,1,0,0,0,0,0,0,1,0,0,2
0,-0.6988921419928146,1.404522568524352,0.5546708914420284,1.0,0.0,-1.1465890661049605,0,1,0,0,0,0,0,0,0,0,0,1,3
0,-0.6988921419928146,0.0723919746001671,0.0720666081842009,0.4620265986869002,0.0,0.9712112449070268,0,0,0,1,0,0,0,0,0,0,0,1,1
1,1.411714286413108,-1.7514821393468127,0.9683317056630234,0.5190110867944494,0.0,1.0146087922638296,0,0,1,0,0,0,0,0,0,0,0,1,2
1,-0.6988921419928146,-0.782738732176686,1.6232946615129318,1.0,0.0,-0.0928966162817831,1,0,0,0,0,0,0,1,0,0,0,0,0
1,-1.402427618128122,0.0203556232750036,-0.3071224715183779,1.0,0.0,1.7072336480784056,0,0,1,0,0,0,0,0,0,0,1,0,1
1,-1.402427618128122,0.4982227829444216,1.347520785365602,0.0904990259974507,0.0,-1.0910402054882522,0,0,1,0,0,0,0,0,1,0,0,0,3
1,-1.402427618128122,-1.291827702641202,-1.1344440999603675,0.1119655611938144,0.0,0.8097723687397195,0,0,1,0,0,0,0,0,0,0,1,0,1
1,-1.402427618128122,-0.2762515792784281,-1.3412745070708652,1.0,0.0,1.240276038519205,1,0,0,0,0,1,0,0,0,0,0,0,1
0,-0.6988921419928146,-0.4791933494465656,-1.4446897106261138,0.7114066520766696,0.0,-0.1883712204667497,1,0,0,0,0,0,1,0,0,0,0,0,0
0,-0.6988921419928146,-0.4930697097999426,-0.203707267963129,1.0,0.0,1.6308539647304323,0,1,0,0,0,1,0,0,0,0,0,0,0
1,0.7081788102778006,-1.0750095721196875,1.106218643736688,1.0,0.0351667326895739,0.5354998694447245,0,0,0,1,0,0,0,0,0,0,0,1,3
0,0.7081788102778006,1.0784281002199942,0.9683317056630234,0.1007056107356725,0.3562184901354534,0.8132441725282638,0,0,0,1,0,0,1,0,0,0,0,0,0
0,1.411714286413108,-0.7758005519999975,-0.9620854273682866,1.0,0.0,0.4643278917795675,0,0,1,0,0,0,1,0,0,0,0,0,2
0,-0.6988921419928146,-0.3360933833023661,0.0031231391473683,0.5190110867944494,0.0,0.1865835886960282,0,1,0,0,0,0,1,0,0,0,0,0,2
1,0.7081788102778006,-1.291827702641202,1.3130490508471857,0.6508620764291383,0.1449841666840054,0.2143580190043822,1,0,0,0,1,0,0,0,0,0,0,0,3
1,1.411714286413108,-1.7514821393468127,-1.2723310380340327,0.5190110867944494,0.7374503508115117,-1.5510542074703642,0,1,0,0,0,1,0,0,0,0,0,0,2
1,1.411714286413108,1.0680208299549616,1.2785773163287697,0.0829465380822972,0.1993164914904963,1.176047668431137,0,0,1,0,1,0,0,0,0,0,0,0,1
0,1.411714286413108,1.2935116856973368,-1.3757462415892816,1.0,0.4165543077039921,0.4261380501055808,1,0,0,0,1,0,0,0,0,0,0,0,0
1,-1.402427618128122,-0.3621115589649478,-1.1344440999603675,1.0,0.0,-0.5893645580436095,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1.411714286413108,0.3438482740131033,-0.7897267547762052,0.1184233183425122,0.1138893352003643,-0.3671691155767781,1,0,0,0,0,0,0,0,0,0,0,1,2
1,1.411714286413108,-0.8469168988110543,-0.893141958331454,0.1162511724104759,0.0,-1.3271228631092606,1,0,0,0,0,1,0,0,0,0,0,0,2
0,0.7081788102778006,-0.4835297120569959,-0.7897267547762052,1.0,0.0,1.4034508165807846,0,1,0,0,1,0,0,0,0,0,0,0,0
1,-1.402427618128122,0.6447918391769654,0.4512556878867796,1.0,0.3845636965076074,0.2074144114272937,0,0,1,0,0,1,0,0,0,0,0,0,0
1,-1.402427618128122,-1.7514821393468127,-0.5139528786288754,0.1001794088646256,0.0,-0.7282367095853791,1,0,0,0,1,0,0,0,0,0,0,0,3
1,0.0046433341424929,-0.4982733449324589,0.2788970152946982,1.0,0.0,0.2785863890924506,0,0,1,0,0,0,0,0,0,1,0,0,3
0,1.411714286413108,1.9960024285870437,1.2441055818103532,0.4493290685649696,0.3907934563285415,1.4711509904573974,0,1,0,0,1,0,0,0,0,0,0,0,2
0,1.411714286413108,1.0853662803966828,0.1410100772210334,0.1189370145018157,0.0,0.6847874323521268,1,0,0,0,0,0,0,0,0,0,1,0,0
1,-0.6988921419928146,1.0211881137623144,0.1410100772210334,0.435217815829345,0.7779722475861429,-1.3340664706863492,0,0,1,0,0,0,0,0,0,0,0,1,0
0,-1.402427618128122,0.2848737425112513,0.209953546257866,0.5190110867944494,0.0,-0.4279256818763023,0,0,1,0,0,0,0,0,0,0,1,0,1
1,0.7081788102778006,-1.4644149345363275,0.4167839533683633,0.3485272600466559,0.6440342752237312,-1.3271228631092606,0,0,1,0,0,0,0,0,0,0,0,1,2
1,0.0046433341424929,-0.6743296669159287,-0.5139528786288754,1.0,0.521632249193152,-0.9052987028011354,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0.7081788102778006,-0.3161461152943868,-0.9276136928498704,1.0,0.0,1.3739404843781586,0,0,1,0,0,0,0,0,0,1,0,0,3
0,-0.6988921419928146,0.0125501705762291,1.554351192476099,0.5190110867944494,0.2832312417667849,0.299417211823716,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0.7081788102778006,-1.623125806078076,1.0028034401814396,0.0893985233640364,0.176823341520229,-0.4661155235502889,0,0,1,0,1,0,0,0,0,0,0,0,3
0,0.7081788102778006,-0.2918624846759771,1.1751621127735206,0.5190110867944494,0.5277770804551865,-0.8879396838584143,0,0,1,0,0,1,0,0,0,0,0,0,2
1,1.411714286413108,0.0350992561504666,0.0720666081842009,1.0,0.4960778985863334,0.8427545047308898,0,0,1,0,0,0,0,0,0,0,1,0,2
1,-1.402427618128122,-0.5043442525870614,-1.2723310380340327,0.5190110867944494,0.0,0.4487047747311184,0,0,1,0,1,0,0,0,0,0,0,0,3
0,-1.402427618128122,1.3221316789261766,-1.3757462415892816,1.0,0.0,-0.6379698110832289,0,0,0,1,0,1,0,0,0,0,0,0,2
0,0.7081788102778006,-0.7610569191245345,-0.2381790024815453,0.5529689040667614,0.3935991687675827,-1.1691557907304977,0,0,1,0,0,0,0,0,1,0,0,0,2
0,-0.6988921419928146,-0.5329642458159013,1.1406903782551043,0.1166378874966932,0.0016309431612788,-1.1517967717877766,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0.0046433341424929,0.8052372557628861,-1.6859918522550277,0.5190110867944494,0.0464857251756086,-0.2525995905548182,1,0,0,0,0,0,0,0,0,0,0,1,3
1,0.7081788102778006,-0.0073970974317501,1.4509359889208508,0.4642760876361799,0.5388405311496155,-0.9556398577350268,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0.7081788102778006,-0.7159587479760595,1.1406903782551043,0.1182059113537432,0.0,-0.7455957285281004,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0.0046433341424929,-1.7514821393468127,-1.0310288964051189,0.5190110867944494,0.0,-0.0356118537708031,0,0,1,0,0,0,0,0,1,0,0,0,0
1,-1.402427618128122,-0.4089442751575949,-0.9965571618867028,0.3733757244895505,0.0,-0.3897358402023156,0,0,1,0,0,0,0,0,0,0,0,1,1
1,-1.402427618128122,0.2007483078689037,1.1751621127735206,0.621997739352108,0.2405870693803423,0.2195657246871985,0,0,1,0,0,0,0,0,1,0,0,0,1
0,-0.6988921419928146,0.5814809450646832,1.4164642544024346,1.0,0.3271848484278667,-0.8879396838584143,0,0,0,1,0,0,0,0,1,0,0,0,3
1,0.0046433341424929,-0.2762515792784281,-1.2033875689972002,0.5190110867944494,0.0,-1.4659950146510303,1,0,0,0,0,0,1,0,0,0,0,0,3
0,1.411714286413108,-1.4201840359099385,-1.2033875689972002,0.1056136216060219,0.5723981051583384,-0.4261897799820302,0,0,0,1,0,0,0,1,0,0,0,0,1
0,1.411714286413108,-0.6760642119601008,-1.582576648699779,1.0,0.0,0.3862123065373221,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1.411714286413108,1.4166643838335569,0.3133687498131144,0.5190110867944494,0.1019299392954643,-0.8480139402901554,1,0,0,0,1,0,0,0,0,0,0,0,1
0,0.7081788102778006,-0.7766678245220835,1.3130490508471857,0.2825698275654745,0.1896283530226928,-1.6881904571178616,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0.0046433341424929,-1.74107486908178,-0.7552550202577889,0.6572809696736491,0.0,-1.634377498395426,0,0,1,0,0,0,0,1,0,0,0,0,0
0,-1.402427618128122,0.0723919746001671,1.037275174699856,0.5190110867944494,0.0810314471089128,0.4452329709425742,0,1,0,0,1,0,0,0,0,0,0,0,3
0,-0.6988921419928146,-0.769729644345395,-0.0313485953710478,0.0633241143791635,0.0,1.049326830149272,0,0,0,1,0,0,0,0,1,0,0,0,2
1,-0.6988921419928146,0.7263154562530548,1.209633847291937,1.0,0.0,1.0267601055237343,0,0,1,0,0,0,1,0,0,0,0,0,0
0,-1.402427618128122,-0.6058151376711302,-0.4794811441104591,0.364363723816166,0.0,0.8427545047308898,0,0,1,0,0,0,1,0,0,0,0,0,3
1,0.0046433341424929,2.568402293163842,-0.0658203298894641,1.0,0.7015707323613968,-0.4053589572507647,1,0,0,0,0,0,1,0,0,0,0,0,3
1,-1.402427618128122,0.1062156029615234,0.3478404843315307,0.1111459560857122,0.0,1.712441353761222,0,0,0,1,0,0,0,1,0,0,0,0,2
0,0.7081788102778006,1.623075244090039,0.3478404843315307,0.0863856088117168,0.206020714026738,-0.7785778645192707,0,0,1,0,0,0,1,0,0,0,0,0,3
1,0.7081788102778006,0.5762773099321669,1.3130490508471857,0.5190110867944494,0.8534211828812919,-0.4418128970304793,0,0,0,1,0,1,0,0,0,0,0,0,0
1,-1.402427618128122,-1.7514821393468127,1.554351192476099,0.7114066520766696,0.0,-0.120671046590137,0,0,0,1,0,0,0,0,0,0,1,0,2
0,-1.402427618128122,-1.7514821393468127,-1.0310288964051189,0.6414864481373705,0.0,-0.9035628009068634,0,0,0,1,0,1,0,0,0,0,0,0,0
0,0.0046433341424929,0.3325737312259845,-0.9620854273682866,0.6574204564584787,0.0,-0.9330731331094894,0,0,0,1,0,0,0,0,0,0,0,1,1
0,-0.6988921419928146,-0.9414496037184346,0.9338599711446072,0.6384870012746207,0.0,-1.2715740024925528,0,1,0,0,0,0,0,0,1,0,0,0,1
1,-0.6988921419928146,-0.4167497278563695,-0.0658203298894641,0.0750034871696207,0.4277005594014063,-1.5944517548271673,0,1,0,0,0,1,0,0,0,0,0,0,2
0,1.411714286413108,-0.395067914804218,1.037275174699856,0.5190110867944494,0.37950918651875,1.712441353761222,0,1,0,0,0,0,0,0,0,0,1,0,2
1,0.0046433341424929,0.6751463774499774,0.382312218849947,0.4594207931507178,0.2684109000310584,0.2195657246871985,0,0,0,1,0,0,0,0,0,1,0,0,3
0,1.411714286413108,2.0480387799122073,-0.4450094095920428,0.1182347706885356,0.8222890995804024,0.4504406766253905,0,0,1,0,0,0,0,0,0,1,0,0,3
0,0.7081788102778006,-0.0386189082268482,1.1751621127735206,1.0,0.0,0.0129933992688162,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-1.402427618128122,-0.6274969507232816,0.3478404843315307,0.5190110867944494,0.0,0.3462865629690633,0,0,0,1,0,0,0,0,0,1,0,0,0
1,-0.6988921419928146,0.1495792290658263,-1.582576648699779,0.3478600322262571,0.2165178715108482,-0.7334444152681955,0,0,1,0,0,0,0,0,1,0,0,0,3
0,0.0046433341424929,1.2154571587095917,-0.2381790024815453,0.7114066520766696,0.0,-0.4331333875591187,0,0,0,1,0,0,0,0,1,0,0,0,2
0,0.0046433341424929,-0.0637698113673439,-0.0658203298894641,0.8076044347177798,0.0,-0.2491277867662739,1,0,0,0,0,0,0,0,0,0,1,0,0
1,-0.6988921419928146,1.6534297823630508,-1.47916144514453,0.5339192419614728,0.3883730286822458,1.695082334818501,1,0,0,0,0,0,1,0,0,0,0,0,2
0,-1.402427618128122,0.3594591794106523,0.4857274224051959,1.0,0.1499755359403098,0.1865835886960282,0,1,0,0,0,0,0,0,0,0,0,1,1
1,0.0046433341424929,-0.918900518144197,-0.0313485953710478,0.1399841273658642,0.2473091624054587,-0.9052987028011354,0,0,0,1,0,0,1,0,0,0,0,0,1
1,0.0046433341424929,-1.323916785958386,0.3133687498131144,0.1192939082754142,0.4120153108088126,1.1083474945545242,1,0,0,0,0,0,0,0,0,0,0,1,2
1,0.0046433341424929,-0.4228206355109719,-0.4105376750736265,0.5190110867944494,0.4099369863912573,1.5510024775939149,0,1,0,0,0,0,0,0,0,0,1,0,1
1,0.7081788102778006,-1.6083821732026131,1.0028034401814396,1.0,0.5455972898219197,0.2490760568898246,0,0,1,0,0,1,0,0,0,0,0,0,1
1,0.0046433341424929,-1.7462785042142963,0.0031231391473683,0.1174844279839349,0.0,0.7490158024401953,0,1,0,0,0,0,1,0,0,0,0,0,1
0,1.411714286413108,0.041170163805069,-0.0313485953710478,0.5190110867944494,0.0,0.0494473390485307,0,1,0,0,0,0,1,0,0,0,0,0,3
0,-1.402427618128122,-1.3143767882154394,-0.617368082184124,0.10166855053991,0.0,0.992042067638292,1,0,0,0,0,0,0,0,1,0,0,0,1
0,-0.6988921419928146,-1.5979749029375805,-0.7207832857393729,0.5190110867944494,0.0,1.394771307109424,0,0,1,0,0,0,0,0,0,0,1,0,3
0,-1.402427618128122,-1.174745912159584,-1.4446897106261138,0.1280844616531589,0.0,1.363525073012526,0,1,0,0,0,1,0,0,0,0,0,0,0
1,0.0046433341424929,0.5597991320125317,1.6922381305497645,0.3464899834058825,0.0,-0.7942009815677197,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0.0046433341424929,-0.8148278154938701,0.1754818117394497,0.0684735816839421,0.0,0.342814759180519,0,0,1,0,0,0,0,1,0,0,0,0,2
1,0.7081788102778006,0.1521810466320844,1.2441055818103532,1.0,0.9411362221851602,-0.6761596527572156,1,0,0,0,1,0,0,0,0,0,0,0,3
1,1.411714286413108,0.5303118662616058,-1.306802772552449,0.0586152329188812,0.9749924070955016,-0.9070346046954076,0,1,0,0,0,0,0,0,0,0,0,1,2
0,-1.402427618128122,0.8373263390800703,-0.6518398167025403,0.5190110867944494,0.2375235818617428,0.3167762307664373,0,1,0,0,0,0,0,0,0,0,0,1,0
0,-1.402427618128122,0.2545192042382393,0.2788970152946982,0.4463944590077198,0.0,-1.0354913448715444,0,0,0,1,0,0,0,0,1,0,0,0,1
0,0.0046433341424929,-1.5502749142228471,0.7270295640341095,1.0,0.0,-0.8167677061932573,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0.7081788102778006,0.3516537267118778,1.7267098650681807,0.5190110867944494,0.0,0.1605450602819464,0,1,0,0,0,0,0,0,0,1,0,0,2
0,0.7081788102778006,-0.649178763775433,0.795973033070942,0.6321113970322985,0.0248030115880488,1.6187026514705276,0,0,1,0,0,1,0,0,0,0,0,0,2
0,1.411714286413108,-0.1184079802587655,0.4167839533683633,0.5190110867944494,0.0599440334719582,-0.957375759629299,0,1,0,0,0,0,0,1,0,0,0,0,2
1,-0.6988921419928146,0.4513900667517744,-1.4102179761076978,0.0375536903874365,0.5259202477584963,1.724592667021127,1,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0046433341424929,0.5415864090487245,1.071746909218272,0.6599789326856016,0.6116779462383641,-1.622226185135521,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0.7081788102778006,-0.6023460475827859,0.8649165021077745,1.0,0.0,-1.3253869612149884,0,0,1,0,0,0,1,0,0,0,0,0,1
0,0.7081788102778006,1.9049388137680072,0.9683317056630234,0.4644571318631105,0.3716922417149709,-0.7021981811712974,1,0,0,0,0,0,0,0,0,1,0,0,1
0,1.411714286413108,0.8156445260279188,-0.7897267547762052,0.5190110867944494,0.0,1.599607730633534,0,0,0,1,1,0,0,0,0,0,0,0,0
1,0.0046433341424929,0.2883428325995956,0.7270295640341095,1.0,0.6173255633975222,0.3028890156122603,0,0,1,0,1,0,0,0,0,0,0,0,3
1,1.411714286413108,-0.2129406851661459,1.2785773163287697,0.5190110867944494,0.0,-1.0910402054882522,1,0,0,0,0,0,0,0,0,0,1,0,1
0,-0.6988921419928146,-0.2589061288367069,1.3819925198840184,0.5190110867944494,0.0032587101495251,1.7020259423955892,0,0,1,0,0,0,0,1,0,0,0,0,1
1,0.0046433341424929,-1.5494076417007612,0.0720666081842009,1.0,0.0872910965958536,0.0841653769339731,0,0,0,1,0,0,0,0,1,0,0,0,1
1,-0.6988921419928146,-0.4557769913502421,-0.8586702238130378,1.0,0.0,-1.5493183055760922,0,1,0,0,0,0,0,0,0,1,0,0,3
0,0.7081788102778006,0.0958083326964907,-0.617368082184124,0.1081214977994757,0.609117195712967,-1.257686787338376,1,0,0,0,0,0,0,0,0,0,0,1,2
1,-0.6988921419928146,0.1252955984474167,1.3130490508471857,0.6303044178831679,0.6190676054619331,0.5927846319557044,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0.7081788102778006,-0.5832660520968926,0.209953546257866,0.5190110867944494,0.1274953393756005,-1.1813071039904026,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0.7081788102778006,1.5441534445802074,1.037275174699856,0.1491642817633053,0.7024300317175398,1.3878276995323355,0,0,0,1,0,0,0,1,0,0,0,0,3
0,0.7081788102778006,1.064551739866617,-0.0658203298894641,0.5190110867944494,0.2343887210757334,0.2421324493127361,0,0,1,0,0,0,0,0,0,0,1,0,1
0,-1.402427618128122,1.597057068427457,-1.1689158344787838,1.0,0.0,-0.1866353185724776,0,0,1,0,0,0,0,0,1,0,0,0,2
1,0.0046433341424929,0.5866845801971995,1.3819925198840184,0.3751671195978932,0.5389681102981776,-1.143117262316416,0,0,1,0,0,0,0,1,0,0,0,0,2
0,-0.6988921419928146,0.7558027220039808,-1.0999723654419515,0.0590558187633775,0.0,0.7767902327485492,0,0,1,0,0,0,1,0,0,0,0,0,2
0,-0.6988921419928146,-1.6985785154995632,0.3478404843315307,0.7255461869603905,0.0,-0.8219754118760737,0,0,1,0,0,1,0,0,0,0,0,0,2
1,0.0046433341424929,-0.2502334036158464,1.6922381305497645,0.2740449724633847,0.3401523902041665,-1.634377498395426,0,0,1,0,0,1,0,0,0,0,0,0,1
0,-0.6988921419928146,2.0792605907073054,-1.5136331796629463,1.0,0.2266613391381143,0.9434368145986728,1,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0046433341424929,-1.7514821393468127,-1.582576648699779,0.2712617782160121,0.0,-0.7160853963254743,0,0,0,1,0,0,0,0,0,0,1,0,3
0,-1.402427618128122,0.2154919407443667,-1.1344440999603675,1.0,0.0,1.335750642704172,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0.7081788102778006,1.5346134468372608,-0.893141958331454,0.2566889685192756,0.8156761662033345,-0.3602255079996896,1,0,0,0,0,1,0,0,0,0,0,0,2
1,1.411714286413108,-1.7514821393468127,0.9338599711446072,1.0,0.5041484769865646,1.682931021558596,0,0,0,1,0,0,0,0,0,1,0,0,0
0,-0.6988921419928146,0.1374374137566215,-1.0999723654419515,0.6356532069935787,0.0,1.6794592177700518,0,0,1,0,0,0,0,0,1,0,0,0,1
0,1.411714286413108,0.2562537492824114,-0.7897267547762052,0.1269704913301748,0.1052926373618478,0.1032602977709664,0,0,0,1,0,1,0,0,0,0,0,0,2
0,0.0046433341424929,0.0073465354437128,-0.3071224715183779,1.0,0.0883698468576512,1.335750642704172,0,0,1,0,0,0,0,0,1,0,0,0,1
0,0.0046433341424929,0.174730132206322,-1.1689158344787838,0.458114042471321,0.1756522764694631,0.8340749952595291,0,0,1,0,0,0,0,0,0,0,1,0,3
1,-0.6988921419928146,0.968284489915065,1.2441055818103532,1.0,0.5164714712281315,-1.476410426016663,0,0,1,0,0,0,0,0,0,1,0,0,2
0,-1.402427618128122,0.1530483191541705,0.623614360478861,0.1338553666337991,0.0,0.8115082706339916,0,0,1,0,0,0,1,0,0,0,0,0,2
0,0.0046433341424929,-1.3429967814442794,-1.1689158344787838,1.0,0.0,1.2420119404134775,0,0,1,0,0,0,0,0,0,0,1,0,2
0,-1.402427618128122,0.4617973370168071,0.1065383427026172,0.1409518770592338,0.0,-0.8966191933297748,0,0,1,0,0,0,0,1,0,0,0,0,0
1,0.0046433341424929,-1.7514821393468127,0.1065383427026172,0.5190110867944494,0.1537703790443683,-0.365433213682506,0,0,1,0,0,0,0,0,0,0,1,0,3
1,0.7081788102778006,0.0611174318130484,1.1751621127735206,0.1001582453524446,0.0829302963035091,0.6865233342463989,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0.7081788102778006,0.0966756052185767,1.347520785365602,0.7284251941992737,0.0,1.0875166718232587,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0.0046433341424929,1.2605553298580665,-0.7552550202577889,0.5190110867944494,0.1271629186938321,-0.3671691155767781,0,1,0,0,0,0,0,1,0,0,0,0,3
0,1.411714286413108,0.2527846591940672,0.2788970152946982,0.1005959452634616,0.5149882918669683,0.672636119092222,0,0,0,1,0,0,0,1,0,0,0,0,2
1,-1.402427618128122,0.7800863526223905,-1.2723310380340327,0.1419109689521656,0.0545328746542693,-1.5701491283073574,0,0,1,0,1,0,0,0,0,0,0,0,3
